[Settings]
Original Result File Name;rj-cg-res_20170927_084112.csv
Version;2.0
Project;
Protocol;rj-cg-res
Control File For Robot;C:\TECAN\Handshake
Log File;C:\ProgramData\RoboLector Agent\LAgent Settings\Logs\SimProtocol48_129483_Pipetting.csv
Max. Well Volume;2500
[Trigger Settings 1]
Trigger Index;0
28.09.2017;17.04425;101;D04;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D04;22;Dosing;Fixed;
28.09.2017;17.04425;101;D06;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D06;22;Dosing;Fixed;
28.09.2017;17.04425;101;D07;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D07;22;Dosing;Fixed;
28.09.2017;17.04425;101;E02;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E02;22;Dosing;Fixed;
28.09.2017;17.04425;101;E03;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E03;22;Dosing;Fixed;
28.09.2017;17.04425;101;E04;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E04;22;Dosing;Fixed;
28.09.2017;17.04425;101;E05;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E05;22;Dosing;Fixed;
28.09.2017;17.04425;101;E06;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E06;22;Dosing;Fixed;
28.09.2017;17.04425;101;F04;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F04;22;Dosing;Fixed;
28.09.2017;17.04425;101;F06;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F06;22;Dosing;Fixed;
28.09.2017;17.04425;101;A01;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A01;10;Dosing;Fixed;
28.09.2017;17.04425;101;A02;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A02;10;Dosing;Fixed;
28.09.2017;17.04425;101;A03;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A03;10;Dosing;Fixed;
28.09.2017;17.04425;101;B05;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B05;10;Dosing;Fixed;
28.09.2017;17.04425;101;B06;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B06;10;Dosing;Fixed;
28.09.2017;17.04425;101;B07;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B07;10;Dosing;Fixed;
28.09.2017;17.04425;101;B01;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B01;10;Dosing;Fixed;
28.09.2017;17.04425;101;B02;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B02;10;Dosing;Fixed;
28.09.2017;17.04425;101;B03;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B03;10;Dosing;Fixed;
28.09.2017;17.04425;101;B04;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B04;10;Dosing;Fixed;
28.09.2017;17.04425;101;C05;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C05;10;Dosing;Fixed;
28.09.2017;17.04425;101;C06;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C06;10;Dosing;Fixed;
28.09.2017;17.04425;101;C01;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C01;10;Dosing;Fixed;
28.09.2017;17.04425;101;C02;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C02;10;Dosing;Fixed;
28.09.2017;17.04425;101;C03;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C03;10;Dosing;Fixed;
28.09.2017;17.04425;101;C04;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C04;10;Dosing;Fixed;
28.09.2017;17.04425;101;D06;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D06;10;Dosing;Fixed;
28.09.2017;17.04425;101;D07;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D07;10;Dosing;Fixed;
28.09.2017;17.04425;101;D01;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D01;10;Dosing;Fixed;
28.09.2017;17.04425;101;D02;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D02;10;Dosing;Fixed;
28.09.2017;17.04425;101;D03;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D03;10;Dosing;Fixed;
28.09.2017;17.04425;101;D04;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D04;10;Dosing;Fixed;
28.09.2017;17.04425;101;E05;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E05;10;Dosing;Fixed;
28.09.2017;17.04425;101;E06;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E06;10;Dosing;Fixed;
28.09.2017;17.04425;101;E02;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E02;10;Dosing;Fixed;
28.09.2017;17.04425;101;E03;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E03;10;Dosing;Fixed;
28.09.2017;17.04425;101;E04;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E04;10;Dosing;Fixed;
28.09.2017;17.04425;101;F06;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F06;10;Dosing;Fixed;
28.09.2017;17.04425;101;F04;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F04;10;Dosing;Fixed;
28.09.2017;17.04425;101;D01;Harvest (Delta.Time [h]);BioLector:D01;Sampling:D01;850;Sampling;Fixed;
28.09.2017;17.04425;101;E05;Harvest (Delta.Time [h]);BioLector:E05;Sampling:E04;850;Sampling;Fixed;
28.09.2017;17.36777;102;A04;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A04;22;Dosing;Fixed;
28.09.2017;17.36777;102;A05;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A05;22;Dosing;Fixed;
28.09.2017;17.36777;102;A06;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A06;22;Dosing;Fixed;
28.09.2017;17.36777;102;A07;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A07;22;Dosing;Fixed;
28.09.2017;17.36777;102;A08;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A08;22;Dosing;Fixed;
28.09.2017;17.36777;102;B08;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B08;22;Dosing;Fixed;
28.09.2017;17.36777;102;C07;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C07;22;Dosing;Fixed;
28.09.2017;17.36777;102;C08;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C08;22;Dosing;Fixed;
28.09.2017;17.36777;102;D05;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D05;22;Dosing;Fixed;
28.09.2017;17.36777;102;D08;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D08;22;Dosing;Fixed;
28.09.2017;17.36777;102;E01;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E01;22;Dosing;Fixed;
28.09.2017;17.36777;102;E07;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E07;22;Dosing;Fixed;
28.09.2017;17.36777;102;E08;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E08;22;Dosing;Fixed;
28.09.2017;17.36777;102;F01;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F01;22;Dosing;Fixed;
28.09.2017;17.36777;102;F02;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F02;22;Dosing;Fixed;
28.09.2017;17.36777;102;F03;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F03;22;Dosing;Fixed;
28.09.2017;17.36777;102;F05;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F05;22;Dosing;Fixed;
28.09.2017;17.36777;102;F07;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F07;22;Dosing;Fixed;
28.09.2017;17.36777;102;F08;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F08;22;Dosing;Fixed;
28.09.2017;17.36777;102;A05;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A05;10;Dosing;Fixed;
28.09.2017;17.36777;102;A06;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A06;10;Dosing;Fixed;
28.09.2017;17.36777;102;A07;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A07;10;Dosing;Fixed;
28.09.2017;17.36777;102;A08;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A08;10;Dosing;Fixed;
28.09.2017;17.36777;102;A04;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A04;10;Dosing;Fixed;
28.09.2017;17.36777;102;B08;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B08;10;Dosing;Fixed;
28.09.2017;17.36777;102;C07;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C07;10;Dosing;Fixed;
28.09.2017;17.36777;102;C08;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C08;10;Dosing;Fixed;
28.09.2017;17.36777;102;D05;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D05;10;Dosing;Fixed;
28.09.2017;17.36777;102;D08;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D08;10;Dosing;Fixed;
28.09.2017;17.36777;102;E07;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E07;10;Dosing;Fixed;
28.09.2017;17.36777;102;E08;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E08;10;Dosing;Fixed;
28.09.2017;17.36777;102;E01;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E01;10;Dosing;Fixed;
28.09.2017;17.36777;102;F05;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F05;10;Dosing;Fixed;
28.09.2017;17.36777;102;F07;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F07;10;Dosing;Fixed;
28.09.2017;17.36777;102;F08;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F08;10;Dosing;Fixed;
28.09.2017;17.36777;102;F01;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F01;10;Dosing;Fixed;
28.09.2017;17.36777;102;F02;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F02;10;Dosing;Fixed;
28.09.2017;17.36777;102;F03;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F03;10;Dosing;Fixed;
28.09.2017;17.36777;102;D05;Harvest (Delta.Time [h]);BioLector:D05;Sampling:D04;850;Sampling;Fixed;
28.09.2017;17.36777;102;E01;Harvest (Delta.Time [h]);BioLector:E01;Sampling:E01;850;Sampling;Fixed;
28.09.2017;17.36777;102;F01;Harvest (Delta.Time [h]);BioLector:F01;Sampling:F01;850;Sampling;Fixed;
28.09.2017;17.36777;102;F05;Harvest (Delta.Time [h]);BioLector:F05;Sampling:F04;850;Sampling;Fixed;
28.09.2017;18.96284;111;A01;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A01;22;Dosing;Fixed;
28.09.2017;18.96284;111;A02;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A02;22;Dosing;Fixed;
28.09.2017;18.96284;111;A03;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A03;22;Dosing;Fixed;
28.09.2017;18.96284;111;B01;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B01;22;Dosing;Fixed;
28.09.2017;18.96284;111;B02;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B02;22;Dosing;Fixed;
28.09.2017;18.96284;111;B03;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B03;22;Dosing;Fixed;
28.09.2017;18.96284;111;B04;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B04;22;Dosing;Fixed;
28.09.2017;18.96284;111;B05;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B05;22;Dosing;Fixed;
28.09.2017;18.96284;111;B06;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B06;22;Dosing;Fixed;
28.09.2017;18.96284;111;B07;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B07;22;Dosing;Fixed;
28.09.2017;18.96284;111;C01;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C01;22;Dosing;Fixed;
28.09.2017;18.96284;111;C02;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C02;22;Dosing;Fixed;
28.09.2017;18.96284;111;C03;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C03;22;Dosing;Fixed;
28.09.2017;18.96284;111;C04;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C04;22;Dosing;Fixed;
28.09.2017;18.96284;111;C05;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C05;22;Dosing;Fixed;
28.09.2017;18.96284;111;C06;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C06;22;Dosing;Fixed;
28.09.2017;18.96284;111;D01;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D01;22;Dosing;Fixed;
28.09.2017;18.96284;111;D02;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D02;22;Dosing;Fixed;
28.09.2017;18.96284;111;D03;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D03;22;Dosing;Fixed;
28.09.2017;18.96284;111;D04;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D04;22;Dosing;Fixed;
28.09.2017;18.96284;111;D06;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D06;22;Dosing;Fixed;
28.09.2017;18.96284;111;D07;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D07;22;Dosing;Fixed;
28.09.2017;18.96284;111;E02;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E02;22;Dosing;Fixed;
28.09.2017;18.96284;111;E03;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E03;22;Dosing;Fixed;
28.09.2017;18.96284;111;E04;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E04;22;Dosing;Fixed;
28.09.2017;18.96284;111;E05;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E05;22;Dosing;Fixed;
28.09.2017;18.96284;111;E06;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E06;22;Dosing;Fixed;
28.09.2017;18.96284;111;F04;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F04;22;Dosing;Fixed;
28.09.2017;18.96284;111;F06;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F06;22;Dosing;Fixed;
28.09.2017;18.96284;111;A01;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A01;10;Dosing;Fixed;
28.09.2017;18.96284;111;A02;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A02;10;Dosing;Fixed;
28.09.2017;18.96284;111;A03;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A03;10;Dosing;Fixed;
28.09.2017;18.96284;111;B05;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B05;10;Dosing;Fixed;
28.09.2017;18.96284;111;B06;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B06;10;Dosing;Fixed;
28.09.2017;18.96284;111;B07;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B07;10;Dosing;Fixed;
28.09.2017;18.96284;111;B01;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B01;10;Dosing;Fixed;
28.09.2017;18.96284;111;B02;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B02;10;Dosing;Fixed;
28.09.2017;18.96284;111;B03;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B03;10;Dosing;Fixed;
28.09.2017;18.96284;111;B04;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B04;10;Dosing;Fixed;
28.09.2017;18.96284;111;C05;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C05;10;Dosing;Fixed;
28.09.2017;18.96284;111;C06;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C06;10;Dosing;Fixed;
28.09.2017;18.96284;111;C01;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C01;10;Dosing;Fixed;
28.09.2017;18.96284;111;C02;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C02;10;Dosing;Fixed;
28.09.2017;18.96284;111;C03;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C03;10;Dosing;Fixed;
28.09.2017;18.96284;111;C04;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C04;10;Dosing;Fixed;
28.09.2017;18.96284;111;D06;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D06;10;Dosing;Fixed;
28.09.2017;18.96284;111;D07;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D07;10;Dosing;Fixed;
28.09.2017;18.96284;111;D01;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D01;10;Dosing;Fixed;
28.09.2017;18.96284;111;D02;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D02;10;Dosing;Fixed;
28.09.2017;18.96284;111;D03;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D03;10;Dosing;Fixed;
28.09.2017;18.96284;111;D04;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D04;10;Dosing;Fixed;
28.09.2017;18.96284;111;E05;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E05;10;Dosing;Fixed;
28.09.2017;18.96284;111;E06;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E06;10;Dosing;Fixed;
28.09.2017;18.96284;111;E02;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E02;10;Dosing;Fixed;
28.09.2017;18.96284;111;E03;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E03;10;Dosing;Fixed;
28.09.2017;18.96284;111;E04;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E04;10;Dosing;Fixed;
28.09.2017;18.96284;111;F06;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F06;10;Dosing;Fixed;
28.09.2017;18.96284;111;F04;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F04;10;Dosing;Fixed;
28.09.2017;19.27184;112;A04;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A04;22;Dosing;Fixed;
28.09.2017;19.27184;112;A05;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A05;22;Dosing;Fixed;
28.09.2017;19.27184;112;A06;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A06;22;Dosing;Fixed;
28.09.2017;19.27184;112;A07;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A07;22;Dosing;Fixed;
28.09.2017;19.27184;112;A08;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A08;22;Dosing;Fixed;
28.09.2017;19.27184;112;B08;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B08;22;Dosing;Fixed;
28.09.2017;19.27184;112;C07;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C07;22;Dosing;Fixed;
28.09.2017;19.27184;112;C08;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C08;22;Dosing;Fixed;
28.09.2017;19.27184;112;D05;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D05;22;Dosing;Fixed;
28.09.2017;19.27184;112;D08;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D08;22;Dosing;Fixed;
28.09.2017;19.27184;112;E01;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E01;22;Dosing;Fixed;
28.09.2017;19.27184;112;E07;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E07;22;Dosing;Fixed;
28.09.2017;19.27184;112;E08;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E08;22;Dosing;Fixed;
28.09.2017;19.27184;112;F01;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F01;22;Dosing;Fixed;
28.09.2017;19.27184;112;F02;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F02;22;Dosing;Fixed;
28.09.2017;19.27184;112;F03;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F03;22;Dosing;Fixed;
28.09.2017;19.27184;112;F05;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F05;22;Dosing;Fixed;
28.09.2017;19.27184;112;A05;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A05;10;Dosing;Fixed;
28.09.2017;19.27184;112;A06;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A06;10;Dosing;Fixed;
28.09.2017;19.27184;112;A07;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A07;10;Dosing;Fixed;
28.09.2017;19.27184;112;A08;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A08;10;Dosing;Fixed;
28.09.2017;19.27184;112;A04;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A04;10;Dosing;Fixed;
28.09.2017;19.27184;112;B08;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B08;10;Dosing;Fixed;
28.09.2017;19.27184;112;C07;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C07;10;Dosing;Fixed;
28.09.2017;19.27184;112;C08;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C08;10;Dosing;Fixed;
28.09.2017;19.27184;112;D05;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D05;10;Dosing;Fixed;
28.09.2017;19.27184;112;D08;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D08;10;Dosing;Fixed;
28.09.2017;19.27184;112;E07;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E07;10;Dosing;Fixed;
28.09.2017;19.27184;112;E08;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E08;10;Dosing;Fixed;
28.09.2017;19.27184;112;E01;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E01;10;Dosing;Fixed;
28.09.2017;19.27184;112;F05;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F05;10;Dosing;Fixed;
28.09.2017;19.27184;112;F01;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F01;10;Dosing;Fixed;
28.09.2017;19.27184;112;F02;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F02;10;Dosing;Fixed;
28.09.2017;19.27184;112;F03;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F03;10;Dosing;Fixed;
28.09.2017;19.27184;112;A02;Harvest (Delta.Time [h]);BioLector:A02;Sampling:G01;850;Sampling;Fixed;
28.09.2017;19.27184;112;A06;Harvest (Delta.Time [h]);BioLector:A06;Sampling:G04;850;Sampling;Fixed;
28.09.2017;19.27184;112;B02;Harvest (Delta.Time [h]);BioLector:B02;Sampling:H01;850;Sampling;Fixed;
28.09.2017;19.27184;112;B06;Harvest (Delta.Time [h]);BioLector:B06;Sampling:H04;850;Sampling;Fixed;
28.09.2017;19.27184;112;C02;Harvest (Delta.Time [h]);BioLector:C02;Sampling:A02;850;Sampling;Fixed;
28.09.2017;19.27184;112;C06;Harvest (Delta.Time [h]);BioLector:C06;Sampling:A05;850;Sampling;Fixed;
28.09.2017;19.53588;113;F07;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F07;22;Dosing;Fixed;
28.09.2017;19.53588;113;F08;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F08;22;Dosing;Fixed;
28.09.2017;19.53588;113;F07;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F07;10;Dosing;Fixed;
28.09.2017;19.53588;113;F08;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F08;10;Dosing;Fixed;
28.09.2017;21.03609;122;A01;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A01;22;Dosing;Fixed;
28.09.2017;21.03609;122;A02;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A02;22;Dosing;Fixed;
28.09.2017;21.03609;122;A03;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A03;22;Dosing;Fixed;
28.09.2017;21.03609;122;B01;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B01;22;Dosing;Fixed;
28.09.2017;21.03609;122;B02;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B02;22;Dosing;Fixed;
28.09.2017;21.03609;122;B03;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B03;22;Dosing;Fixed;
28.09.2017;21.03609;122;B04;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B04;22;Dosing;Fixed;
28.09.2017;21.03609;122;B05;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B05;22;Dosing;Fixed;
28.09.2017;21.03609;122;B06;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B06;22;Dosing;Fixed;
28.09.2017;21.03609;122;B07;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B07;22;Dosing;Fixed;
28.09.2017;21.03609;122;C01;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C01;22;Dosing;Fixed;
28.09.2017;21.03609;122;C02;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C02;22;Dosing;Fixed;
28.09.2017;21.03609;122;C03;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C03;22;Dosing;Fixed;
28.09.2017;21.03609;122;C04;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C04;22;Dosing;Fixed;
28.09.2017;21.03609;122;C05;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C05;22;Dosing;Fixed;
28.09.2017;21.03609;122;C06;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C06;22;Dosing;Fixed;
28.09.2017;21.03609;122;D01;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D01;22;Dosing;Fixed;
28.09.2017;21.03609;122;D02;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D02;22;Dosing;Fixed;
28.09.2017;21.03609;122;D03;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D03;22;Dosing;Fixed;
28.09.2017;21.03609;122;D04;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D04;22;Dosing;Fixed;
28.09.2017;21.03609;122;D06;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D06;22;Dosing;Fixed;
28.09.2017;21.03609;122;D07;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D07;22;Dosing;Fixed;
28.09.2017;21.03609;122;E02;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E02;22;Dosing;Fixed;
28.09.2017;21.03609;122;E03;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E03;22;Dosing;Fixed;
28.09.2017;21.03609;122;E04;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E04;22;Dosing;Fixed;
28.09.2017;21.03609;122;E05;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E05;22;Dosing;Fixed;
28.09.2017;21.03609;122;E06;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E06;22;Dosing;Fixed;
28.09.2017;21.03609;122;F04;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F04;22;Dosing;Fixed;
28.09.2017;21.03609;122;F06;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F06;22;Dosing;Fixed;
28.09.2017;21.03609;122;A01;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A01;10;Dosing;Fixed;
28.09.2017;21.03609;122;A02;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A02;10;Dosing;Fixed;
